case_id	case_version	parent_test_id	ledger_entry	requirement	classification	applicability	oracle_id	oracle_version	oracle_type	oracle	evidence_requirement	pass_fail_rule	certification_impact	dependencies
BDOS-FILE-001-P0165	1.0.0	BDOS-FILE-001	0165	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0165	1.0.0	positive predicate	Verify RC is byte 15 and accepts the documented range 0-128.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0166	1.0.0	BDOS-FILE-002	0166	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0166	1.0.0	positive predicate	Verify bytes 16-31 receive CP/M allocation state after activation.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0167	1.0.0	BDOS-FILE-001	0167	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0167	1.0.0	positive predicate	Verify CR is byte 32 and controls sequential record position 0-127.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0168	1.0.0	BDOS-FILE-002	0168	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0168	1.0.0	positive predicate	Invoke function 15 with C=0Fh and DE addressing a controlled FCB.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0169	1.0.0	BDOS-FILE-001	0169	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0169	1.0.0	positive predicate	Open a known existing file for the current user on default and explicit drives.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0170	1.0.0	BDOS-FILE-002	0170	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0170	1.0.0	positive predicate	Open controlled files occupying directory slots 0-3 and verify A=0-3.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0171	1.0.0	BDOS-FILE-001	0171	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0171	1.0.0	positive predicate	Open a nonexistent name and require FFh in A.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0172	1.0.0	BDOS-FILE-002	0172	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0172	1.0.0	positive predicate	Open a known file and verify returned FCB state supports subsequent file I/O.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0173	1.0.0	BDOS-FILE-001	0173	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0173	1.0.0	positive predicate	Attempt access only after a successful open and require the documented lifecycle.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0174	1.0.0	BDOS-FILE-002	0174	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0174	1.0.0	positive predicate	Open controlled wildcard names and verify '?' matches corresponding characters.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0175	1.0.0	BDOS-FILE-001	0175	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0175	1.0.0	positive predicate	Open a wildcard matching several files and verify only the first match is activated.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0176	1.0.0	BDOS-FILE-002	0176	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0176	1.0.0	positive predicate	Set CR explicitly before open and verify open does not promise to reset it.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0177	1.0.0	BDOS-FILE-001	0177	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0177	1.0.0	positive predicate	Invoke function 16 with C=10h and DE addressing an activated FCB.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0178	1.0.0	BDOS-FILE-002	0178	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0178	1.0.0	positive predicate	Close after controlled writes, reopen, and verify the new directory state persists.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0179	1.0.0	BDOS-FILE-001	0179	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0179	1.0.0	positive predicate	Read a file without closing it and verify no close is required for persistence.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0180	1.0.0	BDOS-FILE-002	0180	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0180	1.0.0	positive predicate	Close controlled files occupying directory slots 0-3 and verify A=0-3.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0181	1.0.0	BDOS-FILE-001	0181	Investigation 008 finding	REQUIRED	generic CP/M 2.2 baseline	OR-0181	1.0.0	positive predicate	Close a dirty FCB whose filename is absent and require FFh in A.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0182	1.0.0	BDOS-FILE-002	0182	Investigation 008 finding	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0182	1.0.0	permitted variation	Exercise representative disk formats and do not require one application-owned allocation encoding.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-001-P0183	1.0.0	BDOS-FILE-001	0183	Investigation 008 finding	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0183	1.0.0	permitted variation	Poison/snapshot diagnostically, but assert only documented effects.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
BDOS-FILE-002-P0184	1.0.0	BDOS-FILE-002	0184	Investigation 008 finding	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0184	1.0.0	anti-requirement	Diagnose DRI high-S2 behavior but do not require that private representation.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable
