entry	compatibility_requirement	evidence_source	responsible_boundary	validation_method	classification	responsibility_rule
0484	Built-in precedence	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0485	Drive-only CCP selection	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0486	Drive-prefixed transient dispatch	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0487	Primary-name transient command syntax	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0488	CCP resident/transient preparation boundary	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0489	Generic command-error recovery	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	REQUIRED	Preserve external observation; internal realization remains free
0490	Exact DRI command-error presentation	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	CCP / command-environment boundary	CCP-001,CCP-002	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0491	CCP parser implementation freedom	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0492	CCP executable identity	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0493	Single-drive transient lookup	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0494	Current-user transient lookup	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0495	Explicit-drive lookup context	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0496	CCP sequential COM loading	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0497	CCP load completion	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0498	Final COM record granularity	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0499	Resident-system load protection	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0500	Transient maximum is configuration-dependent	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0501	CCP load-failure nonexecution	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0502	Pre-execution DMA restoration	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0503	CCP CALL/RET cleanup path	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0504	Termination-state convergence	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	CCP / command-environment boundary	CCP-003,CCP-005,CCP-006	REQUIRED	Preserve external observation; internal realization remains free
0505	CCP loader implementation freedom	022 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-005,CCP-006	CCP / command-environment boundary	CCP-005,CCP-006	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0506	Default FCB operand assignment	022 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-005,CCP-006	CCP / command-environment boundary	CCP-005,CCP-006	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0507	Default FCB residual fields	022 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-005,CCP-006	CCP / command-environment boundary	CCP-005,CCP-006	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0508	Tail capacity is bounded by CCP input acquisition	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	CCP / command-environment boundary	CCP-007,MEM-005	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0509	Transient termination mechanisms	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	CCP / command-environment boundary	CCP-007,MEM-005	REQUIRED	Preserve external observation; internal realization remains free
0510	RET does not generally reconstruct page zero	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	CCP / command-environment boundary	CCP-007,MEM-005	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0511	Termination does not implicitly close application FCBs	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	CCP / command-environment boundary	CCP-007,MEM-005	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0512	Post-termination drive and user policy	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Cross-layer error/recovery boundary	ERROR-001,APP-004	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0513	File-operation failures are function-specific	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Cross-layer error/recovery boundary	ERROR-001,APP-004	REQUIRED	Preserve external observation; internal realization remains free
0514	Failure does not generally validate DMA contents	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Cross-layer error/recovery boundary	ERROR-001,APP-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0515	FCB state after precondition or operation failure	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Cross-layer error/recovery boundary	ERROR-001,APP-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0516	Directory-full and allocation-full are distinct	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Cross-layer error/recovery boundary	ERROR-001,APP-004	REQUIRED	Preserve external observation; internal realization remains free
0517	Malformed FCB behavior is outside the portable contract	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0518	BDOS system state components	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Preserve external observation; internal realization remains free
0519	BIOS-owned selected-drive resources	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Preserve external observation; internal realization remains free
0520	Function 26 persistence boundary	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Preserve external observation; internal realization remains free
0521	System-state independence	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Preserve external observation; internal realization remains free
0522	ALV and DPB pointer lifetime	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0523	Function 37 compatibility status	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0524	CP/M 2.2 Function 39 has no Get-BIOS contract	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	BDOS system/disk-state boundary	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0525	CP/M 2.2 selectors 40 and 41	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	REQUIRED	Preserve external observation; internal realization remains free
0526	Common BDOS gateway and invocation	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	REQUIRED	Preserve external observation; internal realization remains free
0527	Common selector and parameter carriers	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	REQUIRED	Preserve external observation; internal realization remains free
0528	Common result and alias convention	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	REQUIRED	Preserve external observation; internal realization remains free
0529	Strict CP/M 2.2 unsupported selectors	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	REQUIRED	Preserve external observation; internal realization remains free
0530	General register preservation	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0531	Returning-call stack balance	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	REQUIRED	Preserve external observation; internal realization remains free
0532	Invalid parameters are function-specific	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	BDOS public-call boundary	BDOS-CALL-001	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0533	BDOS reentrancy	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0534	Complete transient handoff	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	REQUIRED	Preserve external observation; internal realization remains free
0535	Handoff preparation ordering	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0536	Unloaded transient memory	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0537	Immediate BDOS readiness	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	REQUIRED	Preserve external observation; internal realization remains free
0538	Loader DMA isolation	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	REQUIRED	Preserve external observation; internal realization remains free
0539	Transient stack preparation	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0540	Load rejection suppresses execution	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	CCP / command-environment boundary	CCP-006,MEM-004	REQUIRED	Preserve external observation; internal realization remains free
0541	Post-RET reconstruction boundary	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0542	Enumeration returns directory entries, not unique filenames	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	REQUIRED	Preserve external observation; internal realization remains free
0543	Matching extents remain separately visible	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	REQUIRED	Preserve external observation; internal realization remains free
0544	Application-built FCB case is not folded	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0545	Search FCB lifetime	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	REQUIRED	Preserve external observation; internal realization remains free
0546	Harmless state-query calls need not end enumeration	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	REQUIRED	Preserve external observation; internal realization remains free
0547	Search context does not survive program lifecycle reset	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0548	Physical enumeration order is not a sort contract	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0549	Invalid-drive search need not return a result code	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	BDOS file/directory/storage boundary	BDOS-FILE-003	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0550	Special drive-question search exposes complete directory values	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0551	Make-to-open lifecycle equivalence	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0552	Working FCB may lead directory metadata	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0553	Successful Close establishes reopened consistency	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0554	Reopen reconstructs behavior, not FCB byte identity	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0555	Extents form one logical record stream	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0556	Completed extent survives later extension failure	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0557	Failed growth does not claim a new record	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	BDOS file/directory/storage boundary	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Preserve external observation; internal realization remains free
0558	Allocation order is outside lifecycle compatibility	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0559	User area participates in ordinary file identity	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0560	Function 32 user-state contract	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0561	FCB does not carry ordinary user identity	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0562	Ordinary lookup has no cross-user fallback	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0563	Make records current-user ownership	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0564	Delete and Rename are current-user scoped	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0565	User change invalidates retained namespace assumptions	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0566	Complete-directory search is not public lookup	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0567	CCP USER and BDOS user state are shared	031 - CP/M 2.2 BDOS User Area, File Visibility, and Directory Namespace; I052 BDOS-FILE-010	BDOS file/directory/storage boundary	BDOS-FILE-010	REQUIRED	Preserve external observation; internal realization remains free
0568	User areas are not a security contract	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0569	Resident command semantic set	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0570	DIR search and visibility	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0571	DIR ordering and exact layout	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0572	ERA wildcard confirmation boundary	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0573	ERA read-only attribute is not protection	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0574	REN resident syntax and validation	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0575	SAVE page mapping	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0576	SAVE destructive replacement	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0577	TYPE byte-stream contract	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0578	CCP USER accepted range	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0579	Ordinary resident-command recovery	032 - CP/M 2.2 CCP Resident Command Semantics and BDOS Interaction; I052 CCP-004,UTIL-001	CCP / command-environment boundary	CCP-004,UTIL-001	REQUIRED	Preserve external observation; internal realization remains free
0580	Exact resident output presentation	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	POLICY PENDING	Profile/policy ownership provisional; test diagnostic until selected
0581	Physical failure suspends the BDOS caller	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0582	Logical failures return without physical-error intervention	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0583	Ignored directory-search result is not validation	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0584	Ignored directory-update result is not persistence	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0585	Post-ignore affected state is not a continuation contract	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0586	Physical-error abort abandons the interrupted caller	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0587	Abort recovery establishes a usable command environment	033 - CP/M 2.2 BDOS-BIOS Error Propagation and Recovery Semantics; I052 ERROR-002,ERROR-003,ERROR-004	Cross-layer error/recovery boundary	ERROR-002,ERROR-003,ERROR-004	REQUIRED	Preserve external observation; internal realization remains free
0588	Exact recovery internals are not part of the contract	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Transient runtime / memory boundary	MEM-002,MEM-004,MEM-005	NOT REQUIRED	No architecture constraint from private/incidental mechanism
0589	Loader ceiling and overlay TPA are distinct	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Transient runtime / memory boundary	MEM-002,MEM-004,MEM-005	REQUIRED	Preserve external observation; internal realization remains free
0590	CCP overlay invalidates ordinary RET assumptions	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Transient runtime / memory boundary	MEM-002,MEM-004,MEM-005	REQUIRED	Preserve external observation; internal realization remains free
0591	System ownership is an application obligation	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Transient runtime / memory boundary	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0592	Entry-stack storage may occupy overlayable memory	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Transient runtime / memory boundary	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
0593	Cold BOOT public postcondition	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Transient runtime / memory boundary	MEM-002,MEM-004,MEM-005	REQUIRED	Preserve external observation; internal realization remains free
0594	Cold BOOT does not promise blanket memory clearing	034 - CP/M 2.2 Memory Layout, System Area, and Transient Program Boundary; I052 MEM-002,MEM-004,MEM-005	Transient runtime / memory boundary	MEM-002,MEM-004,MEM-005	NOT GUARANTEED	Boundary must tolerate permitted variation; do not expose as promise
