ledger_entry	case_id	case_version	oracle_id	oracle_version	parent_test_id	executable	module_case	requirement	classification	applicability	rc1_dependencies	selected_profile_ids	safety_class	required_fixture	implementation_status	proposed_reuse
0224	BDOS-FILE-004-P0224	1.0.0	OR-0224	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-038	Current DMA destination	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0225	BDOS-FILE-004-P0225	1.0.0	OR-0225	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-039	Partial-byte count	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0226	BDOS-FILE-004-P0226	1.0.0	OR-0226	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-040	Advance after success	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0227	BDOS-FILE-004-P0227	1.0.0	OR-0227	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-041	CR progression within an extent	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0228	BDOS-FILE-004-P0228	1.0.0	OR-0228	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-042	Full-extent position	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0229	BDOS-FILE-004-P0229	1.0.0	OR-0229	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-043	Automatic extent transition	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0230	BDOS-FILE-004-P0230	1.0.0	OR-0230	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-044	New-extent first-record state	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0231	BDOS-FILE-004-P0231	1.0.0	OR-0231	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-045	Extent working-state replacement	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0232	BDOS-FILE-004-P0232	1.0.0	OR-0232	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-046	EOF/no-data result	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0233	BDOS-FILE-004-P0233	1.0.0	OR-0233	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-047	Exact EOF code	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0234	BDOS-FILE-004-P0234	1.0.0	OR-0234	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-048	Empty-file behavior	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0235	BDOS-FILE-004-P0235	1.0.0	OR-0235	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-049	Partial-final-extent EOF	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0236	BDOS-FILE-004-P0236	1.0.0	OR-0236	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-050	Exact-boundary EOF	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0237	BDOS-FILE-004-P0237	1.0.0	OR-0237	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-051	Repeated EOF indication	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0238	BDOS-FILE-004-P0238	1.0.0	OR-0238	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-052	DMA contents after failure	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0239	BDOS-FILE-004-P0239	1.0.0	OR-0239	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-053	FCB mutation	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0240	BDOS-FILE-004-P0240	1.0.0	OR-0240	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-054	Exact FCB image after failed read	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0241	BDOS-FILE-004-P0241	1.0.0	OR-0241	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-055	DRI exact-boundary EX drift	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0242	BDOS-FILE-004-P0242	1.0.0	OR-0242	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-056	Explicit-drive read	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0243	BDOS-FILE-004-P0243	1.0.0	OR-0243	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-057	Read-only readability	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0244	BDOS-FILE-004-P0244	1.0.0	OR-0244	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-058	Unopened-FCB result	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0245	BDOS-FILE-004-P0245	1.0.0	OR-0245	1.0.0	BDOS-FILE-004	FILETEST.COM	FIL-059	Invalid-FCB result	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0246	BDOS-FILE-004-P0246	1.0.0	OR-0246	1.0.0	BDOS-FILE-004	ERRTEST.COM	ERR-001	Physical read-error presentation	PROFILE REQUIRED	the Interactive CP/M disk-error profile	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM-DISKERR-INT	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0247	BDOS-FILE-005-P0247	1.0.0	OR-0247	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-060	DRI internal read machinery	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0248	BDOS-FILE-005-P0248	1.0.0	OR-0248	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-061	Function 22 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0249	BDOS-FILE-005-P0249	1.0.0	OR-0249	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-062	Make uniqueness precondition	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0250	BDOS-FILE-005-P0250	1.0.0	OR-0250	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-063	New empty file	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0251	BDOS-FILE-005-P0251	1.0.0	OR-0251	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-064	Make activates FCB	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0252	BDOS-FILE-005-P0252	1.0.0	OR-0252	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-065	Make success result	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0253	BDOS-FILE-005-P0253	1.0.0	OR-0253	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-066	Make directory-full result	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0254	BDOS-FILE-005-P0254	1.0.0	OR-0254	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-067	Immediate empty-file visibility	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0255	BDOS-FILE-005-P0255	1.0.0	OR-0255	1.0.0	BDOS-FILE-005	DISKTEST.COM	DIS-002	Data-full empty Make	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0256	BDOS-FILE-011-P0256	1.0.0	OR-0256	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-068	Make on existing name	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0257	BDOS-FILE-005-P0257	1.0.0	OR-0257	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-069	Ambiguous Make name	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0258	BDOS-FILE-011-P0258	1.0.0	OR-0258	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-070	Immediate data-block reservation	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0259	BDOS-FILE-005-P0259	1.0.0	OR-0259	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-071	Function 21 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0260	BDOS-FILE-011-P0260	1.0.0	OR-0260	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-072	Write activation precondition	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0261	BDOS-FILE-005-P0261	1.0.0	OR-0261	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-073	Write source position	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0262	BDOS-FILE-011-P0262	1.0.0	OR-0262	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-074	Successful write result	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0263	BDOS-FILE-005-P0263	1.0.0	OR-0263	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-075	Write transfer size	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0264	BDOS-FILE-011-P0264	1.0.0	OR-0264	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-076	Current DMA source	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0265	BDOS-FILE-005-P0265	1.0.0	OR-0265	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-077	Partial-record length	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0266	BDOS-FILE-011-P0266	1.0.0	OR-0266	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-078	CR advance after write	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0267	BDOS-FILE-005-P0267	1.0.0	OR-0267	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-079	RC extension	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0268	BDOS-FILE-011-P0268	1.0.0	OR-0268	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-080	Existing-record overwrite	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0269	BDOS-FILE-005-P0269	1.0.0	OR-0269	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-081	On-demand allocation	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0270	BDOS-FILE-011-P0270	1.0.0	OR-0270	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-082	Exact allocation choice	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0271	BDOS-FILE-002-P0271	1.0.0	OR-0271	1.0.0	BDOS-FILE-002	FILETEST.COM	FIL-083	Automatic write extent transition	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0272	BDOS-FILE-005-P0272	1.0.0	OR-0272	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-084	Successful transition state	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0273	BDOS-FILE-011-P0273	1.0.0	OR-0273	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-085	Full last record remains successful	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0274	BDOS-FILE-002-P0274	1.0.0	OR-0274	1.0.0	BDOS-FILE-002	FILETEST.COM	FIL-086	Next-extent failure result	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0275	BDOS-FILE-005-P0275	1.0.0	OR-0275	1.0.0	BDOS-FILE-005	DISKTEST.COM	DIS-003	Allocation-full failure	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0276	BDOS-FILE-011-P0276	1.0.0	OR-0276	1.0.0	BDOS-FILE-011	DISKTEST.COM	DIS-004	Exact write failure codes	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0277	BDOS-FILE-002-P0277	1.0.0	OR-0277	1.0.0	BDOS-FILE-002	FILETEST.COM	FIL-087	Unactivated write behavior	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0278	BDOS-FILE-005-P0278	1.0.0	OR-0278	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-088	Explicit-drive Make/Write	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0279	BDOS-FILE-011-P0279	1.0.0	OR-0279	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-089	Close commits final written metadata	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0280	BDOS-FILE-002-P0280	1.0.0	OR-0280	1.0.0	BDOS-FILE-002	FILETEST.COM	FIL-090	Unclosed final extent	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0281	BDOS-FILE-005-P0281	1.0.0	OR-0281	1.0.0	BDOS-FILE-005	FILETEST.COM	FIL-091	Pre-Close directory metadata	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0282	BDOS-FILE-011-P0282	1.0.0	OR-0282	1.0.0	BDOS-FILE-011	FILETEST.COM	FIL-092	Exact close-time update sequence	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0283	BDOS-FILE-002-P0283	1.0.0	OR-0283	1.0.0	BDOS-FILE-002	ERRTEST.COM	ERR-002	Physical write-error presentation	PROFILE REQUIRED	the Interactive CP/M disk-error profile	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM-DISKERR-INT	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0284	BDOS-FILE-006-P0284	1.0.0	OR-0284	1.0.0	BDOS-FILE-006	FILETEST.COM	FIL-093	DRI private write machinery	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0285	BDOS-FILE-007-P0285	1.0.0	OR-0285	1.0.0	BDOS-FILE-007	DIRTEST.COM	DIR-012	Function 19 convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0286	BDOS-FILE-008-P0286	1.0.0	OR-0286	1.0.0	BDOS-FILE-008	DIRTEST.COM	DIR-013	Delete identity	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0287	BDOS-FILE-009-P0287	1.0.0	OR-0287	1.0.0	BDOS-FILE-009	DIRTEST.COM	DIR-014	Delete wildcards	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0288	BDOS-FILE-006-P0288	1.0.0	OR-0288	1.0.0	BDOS-FILE-006	DIRTEST.COM	DIR-015	Delete all matches	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0289	BDOS-FILE-007-P0289	1.0.0	OR-0289	1.0.0	BDOS-FILE-007	DIRTEST.COM	DIR-016	Delete success result	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0290	BDOS-FILE-008-P0290	1.0.0	OR-0290	1.0.0	BDOS-FILE-008	DIRTEST.COM	DIR-017	Delete no-match result	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0291	BDOS-FILE-009-P0291	1.0.0	OR-0291	1.0.0	BDOS-FILE-009	DIRTEST.COM	DIR-018	Immediate search disappearance	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0292	BDOS-FILE-006-P0292	1.0.0	OR-0292	1.0.0	BDOS-FILE-006	DISKTEST.COM	DIS-005	Allocation release	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001; BDOS-STATE-003; BIOS-004/006 as applicable	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
