entry	compatibility_requirement	evidence_source	personality_responsibility	validation_method	classification	delegation_boundary
0263	Write transfer size	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0264	Current DMA source	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0265	Partial-record length	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0266	CR advance after write	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0267	RC extension	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0268	Existing-record overwrite	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0269	On-demand allocation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0270	Exact allocation choice	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0271	Automatic write extent transition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0272	Successful transition state	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0273	Full last record remains successful	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0274	Next-extent failure result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0275	Allocation-full failure	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0276	Exact write failure codes	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0277	Unactivated write behavior	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0248	Function 22 convention	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0249	Make uniqueness precondition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0250	New empty file	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0251	Make activates FCB	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0252	Make success result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0253	Make directory-full result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0254	Immediate empty-file visibility	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0255	Data-full empty Make	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0256	Make on existing name	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0257	Ambiguous Make name	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0258	Immediate data-block reservation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Excluded from CP/M personality contract	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT REQUIRED	No personality or provider structure constrained
0259	Function 21 convention	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0260	Write activation precondition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0261	Write source position	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0262	Successful write result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0263	Write transfer size	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0264	Current DMA source	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0265	Partial-record length	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0266	CR advance after write	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0267	RC extension	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0268	Existing-record overwrite	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0269	On-demand allocation	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0270	Exact allocation choice	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0271	Automatic write extent transition	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0272	Successful transition state	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0273	Full last record remains successful	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0274	Next-extent failure result	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0275	Allocation-full failure	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0276	Exact write failure codes	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Profile-gated CP/M-visible obligation if selected	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0277	Unactivated write behavior	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0278	Explicit-drive Make/Write	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0279	Close commits final written metadata	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0280	Unclosed final extent	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0281	Pre-Close directory metadata	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0282	Exact close-time update sequence	011 - CP/M 2.2 BDOS Sequential Write and File Creation Semantics; I052 BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	Excluded from CP/M personality contract	BDOS-FILE-002,BDOS-FILE-005,BDOS-FILE-011	NOT REQUIRED	No personality or provider structure constrained
